Unnamed: 0,open_covid_region_code,sub_region_1,date,hospitalized_cumulative,hospitalized_new,symptom:Adrenal crisis,symptom:Ageusia,symptom:Allergic conjunctivitis,symptom:Amenorrhea,symptom:Angular cheilitis,symptom:Anosmia,symptom:Aphonia,symptom:Asphyxia,symptom:Atheroma,symptom:Auditory hallucination,symptom:Balance disorder,symptom:Beau's lines,symptom:Burning Chest Pain,symptom:Cataplexy,symptom:Chorea,symptom:Cleft lip and cleft palate,symptom:Clouding of consciousness,symptom:Crackles,symptom:Crepitus,symptom:Croup,symptom:Cyanosis,symptom:Depersonalization,symptom:Dysautonomia,symptom:Dysgeusia,symptom:Dyspareunia,symptom:Dystonia,symptom:Dysuria,symptom:Epiphora,symptom:Esophagitis,symptom:Eye pain,symptom:Facial swelling,symptom:Fibrocystic breast changes,symptom:Focal seizure,symptom:Gastroparesis,symptom:Gingival recession,symptom:Globus pharyngis,symptom:Grandiosity,symptom:Hemolysis,symptom:Hemoptysis,symptom:Hepatic encephalopathy,symptom:Hepatotoxicity,symptom:Hydrocephalus,symptom:Hypercalcaemia,symptom:Hypercapnia,symptom:Hyperemesis gravidarum,symptom:Hypersomnia,symptom:Hyperventilation,symptom:Hypocalcaemia,symptom:Hypochondriasis,symptom:Hypomania,symptom:Kyphosis,symptom:Laryngitis,symptom:Male infertility,symptom:Mitral insufficiency,symptom:Muscle atrophy,symptom:Myoclonus,symptom:Nasal polyp,symptom:Neck mass,symptom:Neutropenia,symptom:Night terror,symptom:Nocturnal enuresis,symptom:Nystagmus,symptom:Onychorrhexis,symptom:Osteophyte,symptom:Papule,symptom:Pericarditis,symptom:Petechia,symptom:Photophobia,symptom:Polydipsia,symptom:Polyuria,symptom:Ptosis,symptom:Pulmonary edema,symptom:Rectal pain,symptom:Rectal prolapse,symptom:Rheum,symptom:Rumination,symptom:Sensitivity to sound,symptom:Shallow breathing,symptom:Spasticity,symptom:Splenomegaly,symptom:Stomach rumble,symptom:Stridor,symptom:Subdural hematoma,symptom:Tachypnea,symptom:Tenderness,symptom:Thyroid nodule,symptom:Trichoptilosis,symptom:Urethritis,symptom:Urinary urgency,symptom:Ventricular fibrillation,symptom:Viral pneumonia
124,US-HI,Hawaii,2020-03-16,,,,,,,1.119110330699444,,1.9611745195590675,,,,,,,,,,,1.47380743342113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2909960003902063,,,,,,,,,,,,,,,,,,,,,,,,,,3.268754267876305,,,,,,,,,,,,,3.4572236854940983
125,US-HI,Hawaii,2020-03-23,12.0,12.0,,,,,1.2338308457711444,,1.41917861672032,,,,,,,,,,,1.6704711735440447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.260072188079212,,,,,,,,,,,,,,,,,,,,,,,,,,2.8824504926348653,,,,,,,,,,,,,2.751341332552922
126,US-HI,Hawaii,2020-03-30,21.0,9.0,,,,,1.5370207784606382,,1.1101355965271682,,,,,,,,,,,1.4090332650473125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5479465418008,,,,,,,,,,,,,,,,,,,,,,,,,,2.348648912301239,,,,,,,,,,,,,1.825382889474198
127,US-HI,Hawaii,2020-04-06,44.0,23.0,,,,,1.4148863525509707,,0.9002048580626282,,,,,,,,,,,1.0395083406496928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0504341039898548,,,,,,,,,,,,,,,,,,,,,,,,,,1.7364159594185935,,,,,,,,,,,,,1.1148180665300946
128,US-HI,Hawaii,2020-04-13,52.0,8.0,,,,,1.8538679153253341,,0.9056677397327091,,,,,,,,,,,0.8845966247195397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.095307774851234,,,,,,,,,,,,,,,,,,,,,,,,,,1.6431567651936398,,,,,,,,,,,,,0.5478489903424056
129,US-HI,Hawaii,2020-04-20,68.0,16.0,,,,,1.2474880499463468,,0.6766169154228856,,,,,,,,,,,0.7718271388157254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6340844795629695,,,,,,,,,,,,,,,,,,,,,,,,,,1.3317725099990247,,,,,,,,,,,,,0.9723929372744124
130,US-HI,Hawaii,2020-04-27,73.0,5.0,,,,,1.481221344259097,,0.8584528338698665,,,,,,,,,,,0.8693785972100284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20222417325139,,,,,,,,,,,,,,,,,,,,,,,,,,1.1912984099112283,,,,,,,,,,,,,0.890839918056775
131,US-HI,Hawaii,2020-05-04,81.0,8.0,,,,,1.4839527850941374,,,,,,,,,,,,,0.7203199687835334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6766169154228856,,,,,,,,,,,,,,,,,,,,,,,,,,1.1023314798556239,,,,,,,,,,,,,0.611062335381914
132,US-HI,Hawaii,2020-05-11,82.0,1.0,,,,,1.4472734367378794,,0.6629597112476832,,,,,,,,,,,0.9501512047605113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9392254414203494,,,,,,,,,,,,,,,,,,,,,,,,,,1.2373426982733393,,,,,,,,,,,,,
133,US-HI,Hawaii,2020-05-18,84.0,2.0,,,,,1.0894546873475761,,,,,,,,,,,,,1.0332650473124574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9548336747634377,,,,,,,,,,,,,,,,,,,,,,,,,,0.876012096380841,,,,,,,,,,,,,
134,US-HI,Hawaii,2020-05-25,83.0,-1.0,,,,,1.8156277436347676,,0.7979709296653985,,,,,,,,,,,0.7979709296653985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.693785972100283,,,,,,,,,,,,,,,,,,,,,,,,,,1.4109842942151984,,,,,,,,,,,,,
135,US-HI,Hawaii,2020-06-01,84.0,1.0,,,,,1.0921861281826164,,0.5576041361818359,,,,,,,,,,,0.8947419763925472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7554384938054824,,,,,,,,,,,,,,,,,,,,,,,,,,1.0110233147985563,,,,,,,,,,,,,
136,US-HI,Hawaii,2020-06-08,91.0,7.0,,,,,1.3633791825187787,,0.5314603453321627,,,,,,,,,,,1.0281923714759538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8549409813676715,,,,,,,,,,,,,,,,,,,,,,,,,,1.1436932982148085,,,,,,,,,,,,,0.6816895912593893
137,US-HI,Hawaii,2020-06-15,97.0,6.0,,,,,1.4679543459174715,,0.6173056287191494,,,,,,,,,,,1.0367768998146523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5357526095015122,,,,,,,,,,,,,,,,,,,,,,,,,,1.1534484440542387,,,,,,,,,,,,,0.7105648229441031
138,US-HI,Hawaii,2020-06-22,111.0,14.0,,,,,1.1971514974148865,,0.7628524046434495,,,,,,,,,,,0.6336942737293922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8920105355575066,,,,,,,,,,,,,,,,,,,,,,,,,,1.3614281533508927,,,,,,,,,,,,,
139,US-HI,Hawaii,2020-06-29,118.0,7.0,,,,,1.0484830748219687,,0.7983611354989758,,,,,,,,,,,0.5837479270315092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9649790264364453,,,,,,,,,,,,,,,,,,,,,,,,,,1.2271973466003319,,,,,,,,,,,,,
140,US-HI,Hawaii,2020-07-06,125.0,7.0,,,,,0.876012096380841,,0.8408935713588919,,,,,,,,,,,0.876012096380841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1214515657009072,,,,,,,,,,,,,,,,,,,,,,,,,,1.3899131792020292,,,,,,,,,,,,,0.7242220271193055
141,US-HI,Hawaii,2020-07-13,150.0,25.0,,,,,1.43595746756414,,0.8869378597210029,,,,,,,,,,,0.9688810847722173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9805872597795338,,,,,,,,,,,,,,,,,,,,,,,,,,1.4472734367378794,,,,,,,,,,,,,0.7004194712710955
142,US-HI,Hawaii,2020-07-20,163.0,13.0,,,,,1.1858355282411472,,0.9669300556043314,,,,,,,,,,,0.7136864696127208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7484147888010926,,,,,,,,,,,,,,,,,,,,,,,,,,1.6002341235001465,,,,,,,,,,,,,0.6446200370695543
143,US-HI,Hawaii,2020-07-27,199.0,36.0,,,,,1.1120866256950543,,1.006731050629207,,,,,,,,,,,1.1120866256950543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6438396254023998,,,,,,,,,,,,,,,,,,,,,,,,,,1.2876792508047996,,,,,,,,,,,,,0.550190225343869
144,US-HI,Hawaii,2020-08-03,239.0,40.0,,,,,1.5978928884986834,,1.2529509316164278,,,,,,,,,,,0.6208174812213443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3680616525217053,,,,,,,,,,,,,,,,,,,,,,,,,,1.3450395083406497,,,,,,,,,,,,,
145,US-HI,Hawaii,2020-08-10,283.0,44.0,,,,,1.1358891815432641,,0.6360355087308556,,,,,,,,,,,0.8518193346990538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9201053555750659,,,,,,,,,,,,,,,,,,,,,,,,,,1.1585211198907426,,,,,,,,,,,,,
146,US-HI,Hawaii,2020-08-17,396.0,113.0,,,,,1.4125451175495076,,0.6789581504243488,,,,,,,,,,,0.8869378597210029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7554384938054824,,,,,,,,,,,,,,,,,,,,,,,,,,1.4125451175495076,,,,,,,,,,,,,0.7776802263193835
147,US-HI,Hawaii,2020-08-24,505.0,109.0,,,,,1.1577407082235882,,1.0633108964979028,,,,,,,,,,,0.8736708613793778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6840308262608527,,,,,,,,,,,,,,,,,,,,,,,,,,0.7999219588332847,,,,,,,,,,,,,0.4421032094429812
148,US-HI,Hawaii,2020-08-31,597.0,92.0,,,,,1.303287484147888,,0.9111306214027901,,,,,,,,,,,1.1234025948687933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9216661789093749,,,,,,,,,,,,,,,,,,,,,,,,,,1.5577016876402305,,,,,,,,,,,,,0.5088284069846845
149,US-HI,Hawaii,2020-09-07,636.0,39.0,,,,,1.2431957857769975,,0.6270607745585797,,,,,,,,,,,1.2326602282704127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5525314603453322,,,,,,,,,,,,,,,,,,,,,,,,,,1.0945273631840797,,,,,,,,,,,,,0.7226612037849967
150,US-HI,Hawaii,2020-09-14,730.0,94.0,,,,,1.176080382401717,,0.9111306214027901,,,,,,,,,,,0.8795239488830359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8580626280362892,,,,,,,,,,,,,,,,,,,,,,,,,,1.2927519266413035,,,,,,,,,,,,,
151,US-HI,Hawaii,2020-09-21,816.0,86.0,,,,,1.3508925958443079,,0.872500243878646,,,,,,,,,,,1.0000975514583943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0956979806848113,,,,,,,,,,,,,,,,,,,,,,,,,,1.4148863525509707,,,,,,,,,,,,,0.5849185445322408
152,US-ID,Idaho,2020-01-06,,,,,,,,,1.7317073170731707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8974501108647455
153,US-ID,Idaho,2020-01-13,,,,,,,,,1.9417960088691797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4761640798226168
154,US-ID,Idaho,2020-01-20,,,,,,,,,1.5798226164079823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8320399113082044
155,US-ID,Idaho,2020-01-27,,,,,,,,,1.7056541019955656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.644678492239468
156,US-ID,Idaho,2020-02-03,,,,,,,,,1.751108647450111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6901330376940136
157,US-ID,Idaho,2020-02-10,,,,,,,,,1.8608647450110867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.682926829268293
158,US-ID,Idaho,2020-02-17,,,,,,,,,1.7915742793791576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.069844789356985
159,US-ID,Idaho,2020-02-24,,,,,,,,,1.7400221729490024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2572062084257207
160,US-ID,Idaho,2020-03-02,,,,,,,,,2.199556541019956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4478935698447897
161,US-ID,Idaho,2020-03-09,,,,,,,,,2.3508869179600884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.543237250554324
162,US-ID,Idaho,2020-03-16,,,,,,,,,1.9617516629711753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.313747228381375
163,US-ID,Idaho,2020-03-23,39.0,39.0,,,,,,,1.3697339246119735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8043237250554323
164,US-ID,Idaho,2020-03-30,77.0,38.0,,,,,,,1.0504434589800444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.822062084257206
165,US-ID,Idaho,2020-04-06,132.0,55.0,,,,,,,0.9495565410199557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9190687361419068
166,US-ID,Idaho,2020-04-13,151.0,19.0,,,,,,,0.8891352549889135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3686252771618626
167,US-ID,Idaho,2020-04-20,169.0,18.0,,,,,,,0.9257206208425721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.129157427937916
168,US-ID,Idaho,2020-04-27,200.0,31.0,,,,,,,0.7095343680709535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7400221729490022
169,US-ID,Idaho,2020-05-04,207.0,7.0,,,,,,,0.7888026607538803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7045454545454546
170,US-ID,Idaho,2020-05-11,213.0,6.0,,,,,,,0.6951219512195121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7682926829268293
171,US-ID,Idaho,2020-05-18,225.0,12.0,,,,,,,0.8680709534368072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6967849223946786
172,US-ID,Idaho,2020-05-25,242.0,17.0,,,,,,,0.8492239467849224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7488913525498891
173,US-ID,Idaho,2020-06-01,260.0,18.0,,,,,,,0.79490022172949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4523281596452328
174,US-ID,Idaho,2020-06-08,266.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4728381374722838
175,US-ID,Idaho,2020-06-15,283.0,17.0,,,,,,,0.7494456762749446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5703991130820399
176,US-ID,Idaho,2020-06-22,312.0,29.0,,,,,,,1.2721729490022173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.602549889135255
177,US-ID,Idaho,2020-06-29,369.0,57.0,,,,,,,1.016629711751663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8907982261640799
178,US-ID,Idaho,2020-07-06,477.0,108.0,,,,,,,1.0138580931263859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1130820399113082
179,US-ID,Idaho,2020-07-13,600.0,123.0,,,,,,,0.7633037694013304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9406873614190687
180,US-ID,Idaho,2020-07-20,741.0,141.0,,,,,,,1.060421286031042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8370288248337029
181,US-ID,Idaho,2020-07-27,874.0,133.0,,,,,,,1.0482261640798227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0260532150776054
182,US-ID,Idaho,2020-08-03,999.0,125.0,,,,,,,1.2017738359201775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9124168514412417
183,US-ID,Idaho,2020-08-10,1110.0,111.0,,,,,,,0.7760532150776054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5210643015521065
184,US-ID,Idaho,2020-08-17,1256.0,146.0,,,,,,,0.8226164079822617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6840354767184036
185,US-ID,Idaho,2020-08-24,1369.0,113.0,,,,,,,0.8198447893569845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7888026607538803
186,US-ID,Idaho,2020-08-31,1466.0,97.0,,,,,,,1.0631929046563193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8547671840354768
187,US-ID,Idaho,2020-09-07,1604.0,138.0,,,,,,,1.0110864745011086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7355875831485588
188,US-ID,Idaho,2020-09-14,1718.0,114.0,,,,,,,0.7594235033259423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8874722838137473
189,US-ID,Idaho,2020-09-21,1814.0,96.0,,,,,,,0.8852549889135256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0665188470066518
190,US-ME,Maine,2020-01-06,,,,,1.048780487804878,,1.4527067221891734,,1.3468173706127307,,,,,,0.9619274241522905,,,,,1.5871505056513981,,,,,1.5389649018441405,,,,,,,,,,,,,,,1.1160023795359906,,,,,,,,,,,,,,2.5782272456870916,,,,1.259964306960143,,,,,,,,,,,,,0.7888161808447354,,,,0.9910767400356931,,,,,0.5580011897679953,,,,1.7221891731112433,,,,,,,1.1927424152290305,1.298631766805473,2.1933372992266507
191,US-ME,Maine,2020-01-13,,,,,0.8780487804878049,,0.9167162403331351,,1.5633551457465795,,,,,,0.4533016061867936,,,,,1.2641284949434861,,,,,2.0362879238548484,,,,,,,,,,,,,,,1.0327186198691256,,,,,,,,,,,,,,2.5282569898869722,,,,1.1386079714455681,,,,,,,,,,,,,0.9649018441403926,,,,1.1582391433670434,,,,,0.41463414634146345,,,,1.8239143367043429,,,,,,,1.1867935752528258,1.321832242712671,2.074955383700179
